Date,Close,High,Low,Open,Volume
"Jan 02, 2018",106.68958282470703,107.07691400769994,106.19850261196528,106.8625052339415,"4,395,815"
"Jan 03, 2018",109.62225341796875,110.53525150099641,108.12824752253108,108.82683683237562,"9,875,914"
"Jan 04, 2018",111.84252166748047,112.27135032674309,110.23093399869954,110.42459962283249,"7,903,785"
"Jan 05, 2018",112.38890075683594,112.6724939189071,111.42748361753057,112.35432511030992,"5,434,807"
"Jan 08, 2018",113.06674194335938,113.37107830205744,111.84249683415524,112.506499420595,"5,478,425"
"Jan 09, 2018",113.3157730102539,113.79993154835368,112.78318426701826,113.36418113642686,"4,541,523"
"Jan 10, 2018",113.5578842163086,113.66163328714265,112.3958791676897,112.67946143323394,"4,366,109"
"Jan 11, 2018",113.57164001464844,114.08346326679211,112.94913497042934,113.98663601781011,"3,969,047"
"Jan 12, 2018",112.8385238647461,113.94519885729788,112.76245079150026,113.44719676657193,"5,263,367"
"Jan 16, 2018",113.32962799072266,114.32562124475591,112.98379408654182,114.19420723143294,"8,152,733"
"Jan 17, 2018",116.64962768554688,116.98161806705403,115.68821012377794,116.20695544439847,"12,248,660"
"Jan 18, 2018",116.97467041015625,118.36491626196931,116.30375706349778,117.58333213010252,"14,915,228"
"Jan 19, 2018",112.30592346191406,114.40166941823534,111.56583671083406,113.75151027267887,"22,146,435"
"Jan 22, 2018",112.46502685546875,113.41953363783156,111.4344469986433,111.71111851107725,"8,870,917"
"Jan 23, 2018",114.98958587646484,114.99650763040965,112.40275973113962,112.61716851122927,"7,809,645"
"Jan 24, 2018",114.38092803955078,116.69800457050101,114.00050754664238,115.33542358969142,"5,904,670"
"Jan 25, 2018",114.45008850097656,115.35617591486913,114.25642290035864,114.75442489029624,"3,454,415"
"Jan 26, 2018",115.7435073852539,115.79192654539102,114.67141930555577,114.8996715980763,"3,962,143"
"Jan 29, 2018",115.37002563476562,116.46977881372187,114.82360440309732,115.81960853190469,"3,678,782"
"Jan 30, 2018",113.17052459716797,115.34927683168434,112.85236671614464,114.96194555432194,"5,127,806"
"Jan 31, 2018",113.22586059570312,114.11810463800418,112.57569031160924,113.26043625288595,"4,260,149"
"Feb 01, 2018",112.32669830322266,113.52327881875348,111.98086444423036,112.87310851437223,"4,638,173"
"Feb 02, 2018",109.9957504272461,112.04999884209153,109.88507964576898,111.84250078636644,"5,493,487"
"Feb 05, 2018",105.49994659423828,109.62919902349036,103.75003396478702,109.20728101760446,"9,148,944"
"Feb 06, 2018",107.44352722167969,107.5472762757748,103.13444196086229,103.95061296185823,"10,321,614"
"Feb 07, 2018",106.4129409790039,107.44352074191983,106.01868797352995,106.63427154509321,"6,432,063"
"Feb 08, 2018",103.08818817138672,106.97870013822201,103.02532361968782,106.50374334436144,"7,090,939"
"Feb 09, 2018",104.42926025390625,105.14868529020936,100.8600389489479,103.7936360326573,"8,188,402"
"Feb 12, 2018",105.74937438964844,106.44785203070941,104.98105344375064,105.40013556911796,"6,151,944"
"Feb 13, 2018",105.29534912109375,105.59570315692282,104.52004953599487,105.40011963659822,"5,115,986"
"Feb 14, 2018",108.09626770019531,108.2639027833787,104.7715145072026,104.90422236317221,"5,731,034"
"Feb 15, 2018",108.96936798095703,109.56307515059277,107.35588156874904,108.61315036808017,"5,882,286"
"Feb 16, 2018",109.0881118774414,110.21266171029899,108.7458629122205,108.75983157519842,"4,479,913"
"Feb 20, 2018",108.37564086914062,108.93442070592555,107.47461214483306,108.81568152348244,"4,696,122"
"Feb 21, 2018",107.5374755859375,109.51415798413652,107.49555845877475,108.5642333861548,"3,900,116"
"Feb 22, 2018",106.99264526367188,108.29181970058463,106.72023969834959,107.91464362153617,"4,209,732"
"Feb 23, 2018",108.62710571289062,108.85759418794188,107.614305351588,107.7749616714895,"3,405,881"
"Feb 26, 2018",110.76445770263672,110.97399878561659,108.62012868428103,108.82966976726091,"3,776,374"
"Feb 27, 2018",109.34654235839844,111.6026206472728,109.3325736962517,110.68063320471762,"4,432,216"
"Feb 28, 2018",108.84363555908203,110.45712192218873,108.82268814024103,110.0100912952034,"3,978,461"
"Mar 01, 2018",107.43270874023438,109.63990219787033,106.7202624063986,108.63409167427619,"4,225,108"
"Mar 02, 2018",107.90766143798828,108.09625506509038,106.0846343020231,106.72024733324764,"3,411,111"
"Mar 05, 2018",109.62592315673828,110.00309928033109,107.3907925875457,107.64922952477056,"3,839,448"
"Mar 06, 2018",108.76678466796875,110.28247900291376,108.37563990053238,109.85641816035881,"3,855,242"
"Mar 07, 2018",110.58283233642578,110.93904987825186,108.07529629136408,108.26388991809935,"4,819,654"
"Mar 08, 2018",109.10905456542969,111.45593453040736,108.31278515071023,111.05779982304763,"6,752,558"
"Mar 09, 2018",111.27433776855469,111.4629202772231,109.87040364425533,109.9891428438195,"5,253,221"
"Mar 12, 2018",111.93788146972656,112.46872403141133,110.96699821680086,111.50483068306121,"5,296,421"
"Mar 13, 2018",111.28130340576172,113.23004836062114,110.92507473658036,111.81912463901315,"4,378,138"
"Mar 14, 2018",110.44315338134766,112.23125359490196,110.177726507621,111.87502484430085,"3,798,863"
"Mar 15, 2018",111.48387908935547,112.62938739840278,110.72253685166149,110.85525586151238,"4,048,648"
"Mar 16, 2018",111.93788146972656,113.13926435104956,111.50483068306121,111.79818371177308,"9,688,784"
"Mar 19, 2018",109.90531158447266,111.67944298605634,109.27668840457243,111.55371389080709,"5,734,172"
"Mar 20, 2018",109.1020736694336,110.31044655223299,108.46646052535648,110.02406110878482,"4,536,188"
"Mar 21, 2018",109.4443359375,110.499031261843,108.90650341741582,109.36051281507,"3,642,381"
"Mar 22, 2018",106.2313461303711,108.43852863048444,106.16848157369466,108.26391477142737,"4,964,630"
"Mar 23, 2018",103.99622344970703,106.57360358992703,103.7517551089922,106.34310391312371,"4,645,181"
"Mar 26, 2018",107.1253890991211,107.32794027017637,104.96709148959528,105.61667328468853,"4,292,679"
"Mar 27, 2018",106.1056137084961,108.1731095161662,105.58174985131042,107.53050645481623,"4,062,350"
"Mar 28, 2018",106.53168487548828,107.4676409866596,106.09164414438919,106.21737325275298,"3,833,381"
"Mar 29, 2018",107.16728210449219,107.48858358470095,105.52585862711463,106.91582392512335,"3,577,320"
"Apr 02, 2018",104.82040405273438,107.13235670201288,103.67489586226976,107.10441938120177,"5,387,318"
"Apr 03, 2018",104.66673278808594,105.46998089094663,103.58408919372057,105.3302831451943,"4,325,942"
"Apr 04, 2018",107.64923095703125,107.89369923724028,102.99038726895061,103.2977200952903,"5,026,344"
"Apr 05, 2018",107.58637237548828,108.20801681877238,107.10442569266458,107.87274665293675,"3,331,928"
"Apr 06, 2018",105.1696548461914,107.53050365005933,104.4502185865285,107.18825470885545,"3,841,853"
"Apr 09, 2018",106.65042114257812,108.0264179469676,105.98687068567963,106.02877667125584,"4,616,207"
"Apr 10, 2018",108.53630828857422,109.381462460162,108.08927768448645,108.28485008997067,"3,981,494"
"Apr 11, 2018",108.51531982421875,108.80868392570336,107.48157228849904,107.82383226492612,"3,458,599"
"Apr 12, 2018",110.40819549560547,111.0438084572377,109.43033368854466,109.48620832089932,"5,898,812"
"Apr 13, 2018",109.45829772949219,111.21147065528832,108.89951782500422,110.8273045936269,"4,243,727"
"Apr 16, 2018",110.28245544433594,111.15555780288652,110.12880022065936,110.35230987599505,"4,379,393"
"Apr 17, 2018",112.39189147949219,113.15323367402844,110.71555181876234,110.93208278744841,"10,677,045"
"Apr 18, 2018",103.92634582519531,106.60849563349103,103.55614848329942,106.26623561019638,"21,319,258"
"Apr 19, 2018",103.16502380371094,104.21971910110909,102.41067146198418,104.20575043909,"8,458,061"
"Apr 20, 2018",101.20928192138672,103.35359960612492,100.93687630743601,103.30471486631833,"8,645,818"
"Apr 23, 2018",101.87982940673828,101.94967271720803,100.81115429341973,101.30009091123016,"5,560,118"
"Apr 24, 2018",101.67028045654297,102.8856208536777,100.95084424761508,102.3338308732473,"5,142,659"
"Apr 25, 2018",101.93568420410156,102.2569856660401,100.6574682601202,101.83091368471298,"7,663,414"
"Apr 26, 2018",102.4804916381836,102.92752216640396,102.11728421132958,102.39667968498874,"4,462,027"
"Apr 27, 2018",102.31287384033203,102.85070631597998,101.74012528571613,102.56433203867203,"3,352,953"
"Apr 30, 2018",101.25120544433594,102.94152521347473,101.25120544433594,102.57831766528916,"4,618,613"
"May 01, 2018",101.27911376953125,101.29308242906336,100.21045000037844,101.03464550546123,"4,637,336"
"May 02, 2018",99.4980239868164,101.1534163853363,99.23259710543476,100.90195816632482,"5,433,865"
"May 03, 2018",99.17668914794922,99.34432418826603,97.71686966105909,99.27448089987175,"5,249,456"
"May 04, 2018",100.51779174804688,100.82511343326338,97.98231816892945,98.55506670521135,"4,604,701"
"May 07, 2018",100.03583526611328,100.80416735982831,99.630721801901,100.58064648810767,"3,825,222"
"May 08, 2018",99.88217163085938,100.23838917779032,99.2256000279896,99.88217163085938,"5,616,079"
"May 09, 2018",100.71553039550781,101.00509497782303,99.77625182959457,100.2141099089295,"4,389,016"
"May 10, 2018",101.86666870117188,101.9302310967417,100.99800892954711,101.09688627197279,"3,898,024"
"May 11, 2018",101.79605865478516,102.29747909151503,101.40057179561998,101.7748674305011,"3,214,567"
"May 14, 2018",101.9090576171875,102.4881641683761,101.79605654322951,102.0291149178086,"3,364,041"
"May 15, 2018",101.5135726928711,101.69013618939138,100.93446606638832,101.34408796778945,"4,277,512"
"May 16, 2018",102.14210510253906,102.42460215252869,101.18163542204404,101.48531242402993,"3,314,460"
"May 17, 2018",102.05029296875,102.53760093267519,101.53474882677077,102.05029296875,"3,292,494"
"May 18, 2018",101.75369262695312,102.36104667198022,101.69013022281246,102.02912219694379,"2,805,581"
"May 21, 2018",102.74947357177734,103.1378929376752,102.17742322732985,102.36811043278834,"3,027,856"
"May 22, 2018",102.46697235107422,103.25088982179409,102.40340995183645,102.77064935016351,"2,389,064"
"May 23, 2018",102.17036437988281,102.1915443319941,101.32994072396744,101.94436222989283,"3,618,846"
"May 24, 2018",101.7466049194336,102.03615815817602,100.9556313181788,101.97259576665981,"3,555,040"
"May 25, 2018",101.44293212890625,102.09972474837308,101.31580734064603,101.62655181331476,"5,140,358"
"May 29, 2018",99.73384857177734,100.91325266038668,99.02054986649324,100.65900311318627,"4,746,330"
"May 30, 2018",100.72258758544922,101.06157954143038,100.15760474945654,100.21409965147747,"5,353,951"
"May 31, 2018",99.79740905761719,100.85675596926569,99.61378937714184,100.85675596926569,"7,144,494"
"Jun 01, 2018",100.2494125366211,100.87795776040666,100.01635416269278,100.5884044856209,"4,034,945"
"Jun 04, 2018",101.01921081542969,101.11102066940471,100.41184551626012,100.49659914327523,"3,174,924"
"Jun 05, 2018",101.48530578613281,101.75367909326211,101.0192003376426,101.02625656387062,"2,966,456"
"Jun 06, 2018",102.19862365722656,102.20567988477099,101.37233490300292,101.93731779950318,"3,368,225"
"Jun 07, 2018",102.65765380859375,103.60399970183963,102.35397682648482,102.40340422585929,"4,515,059"
"Jun 08, 2018",103.2085189819336,103.41331863355742,101.95848476068977,102.40341028487357,"5,450,183"
"Jun 11, 2018",103.5192642211914,104.10542700174815,103.20851972031859,103.54751167182937,"3,409,960"
"Jun 12, 2018",103.72407531738281,104.18312462071222,103.54752309545407,103.8865150843633,"2,761,963"
"Jun 13, 2018",103.3568344116211,104.14781946518858,103.25090082557765,103.6675789423772,"3,104,737"
"Jun 14, 2018",102.54466247558594,103.80175296842371,102.46697634814576,103.56869458610319,"3,479,310"
"Jun 15, 2018",102.67884063720703,102.73534681044806,101.48531257943208,102.33279245877108,"9,535,336"
"Jun 18, 2018",102.03618621826172,102.0644336729423,101.08984012681556,101.824319036228,"4,483,574"
"Jun 19, 2018",101.6265640258789,101.85255490955615,100.95564760175033,101.07570490645612,"3,647,402"
"Jun 20, 2018",100.72965240478516,102.0644176970559,100.57428015643266,101.85255054818523,"3,483,075"
"Jun 21, 2018",99.75504302978516,101.08981953096779,99.45842227221338,100.7013889284246,"4,066,534"
"Jun 22, 2018",99.7762451171875,100.15054076409844,99.42312942331354,100.03048345712837,"5,869,420"
"Jun 25, 2018",98.0177230834961,99.15475629650628,97.6575511618192,99.15475629650628,"9,348,207"
"Jun 26, 2018",98.22254180908203,98.76634475614554,97.69287386109858,98.42028526112448,"4,329,917"
"Jun 27, 2018",97.09259796142578,98.71692839846449,97.07140672994274,98.24375525208403,"4,290,483"
"Jun 28, 2018",98.90050506591797,99.25362071452058,97.4244800766893,97.53041364407741,"4,731,790"
"Jun 29, 2018",98.66038513183594,99.83272180758088,98.59682274046509,99.09824310183078,"3,880,765"
"Jul 02, 2018",98.77338409423828,99.0276336833388,97.60104730959554,97.65754220853916,"3,562,048"
"Jul 03, 2018",98.56858825683594,99.53611416228824,98.42733973209401,99.33131450974368,"2,053,507"
"Jul 05, 2018",99.88215637207031,99.88215637207031,98.82280952723814,99.21124008525429,"3,916,956"
"Jul 06, 2018",100.62368774414062,100.94855590200385,99.6985332066582,99.95277148085427,"2,980,054"
"Jul 09, 2018",101.97259521484375,102.20565355849998,100.616638866898,100.70138120717695,"4,084,316"
"Jul 10, 2018",102.19862365722656,102.82010146179815,101.88081161950286,102.05737511511924,"3,950,742"
"Jul 11, 2018",102.36104583740234,103.2438407171508,101.69718562081374,101.69718562081374,"3,688,824"
"Jul 12, 2018",103.42745971679688,103.6958217836567,102.92602799030747,103.00371411954127,"3,262,997"
"Jul 13, 2018",103.03905487060547,103.80178135594537,102.96842495074706,103.42748561403367,"3,203,480"
"Jul 16, 2018",102.728271484375,102.96132984242615,101.8454879949432,102.8765762249863,"3,628,365"
"Jul 17, 2018",101.33699798583984,102.40340114016473,101.23106442020152,102.22684895474303,"5,331,148"
"Jul 18, 2018",102.0644302368164,102.26218495678141,100.80733964234673,101.35114257839274,"7,254,324"
"Jul 19, 2018",105.39781951904297,106.31591791214274,103.99242448220966,104.41615873381686,"15,329,967"
"Jul 20, 2018",103.3568344116211,105.12948046486278,103.29327200560928,104.93172574752438,"6,709,672"
"Jul 23, 2018",102.89777374267578,103.60400508619959,102.41047704634549,103.35682298877352,"4,077,203"
"Jul 24, 2018",103.37799835205078,103.84410375323253,103.05313018036304,103.60398919116696,"4,070,614"
"Jul 25, 2018",103.54749298095703,103.56867292914859,102.75650814623296,103.11669125667106,"3,797,921"
"Jul 26, 2018",103.61105346679688,105.41900266735922,103.5545473048306,104.11953002101566,"4,997,788"
"Jul 27, 2018",102.50933837890625,103.91474477432932,102.16329022167837,103.73818131065448,"3,921,768"
"Jul 30, 2018",102.74947357177734,103.27914146705987,102.18449072616667,102.26217685373183,"3,774,177"
"Jul 31, 2018",102.35397338867188,102.96838355848094,101.81017056647573,102.9260123867573,"5,726,013"
"Aug 01, 2018",101.34407806396484,102.53760615398303,101.2310769863577,102.23391787140032,"3,544,266"
"Aug 02, 2018",100.96268463134766,101.24518163617549,100.51775917549561,100.89206601610361,"4,018,104"
"Aug 03, 2018",104.31023406982422,104.46560631451564,100.99095584789912,101.16044054546006,"8,424,066"
"Aug 06, 2018",103.13082122802734,103.95710978377647,102.80595304079255,103.78055760249691,"4,093,730"
"Aug 07, 2018",103.82294464111328,104.2678701831264,103.35682787446028,103.56869503314692,"3,670,205"
"Aug 08, 2018",103.7381820678711,104.11954517500303,103.27913283966349,104.0489265521738,"3,745,831"
"Aug 09, 2018",103.3455581665039,104.18077375343181,103.31700554034141,103.88809224470793,"3,235,801"
"Aug 10, 2018",103.13855743408203,103.55973724774891,102.71024515914382,103.15283375033276,"3,141,243"
"Aug 13, 2018",101.87501525878906,103.01005630241782,101.74651703664446,102.9029668548263,"2,989,991"
"Aug 14, 2018",102.33902740478516,102.6674054314923,102.0320695470593,102.08204234554434,"2,991,560"
"Aug 15, 2018",102.73164367675781,102.79588138949214,101.36817030939282,101.76078601409522,"4,436,609"
"Aug 16, 2018",103.7524642944336,103.99517301688523,103.06001182015896,103.06001182015896,"5,492,232"
"Aug 17, 2018",104.26644897460938,104.50202527019181,103.28847009420132,103.35985167148047,"2,801,816"
"Aug 20, 2018",104.58768463134766,105.0516933238968,104.33068819011652,104.48773903893412,"2,614,686"
"Aug 21, 2018",104.20219421386719,105.02313349002976,104.1450775676755,104.93746421759505,"3,249,817"
"Aug 22, 2018",103.68108367919922,104.33783975118457,103.64539858816389,104.23076169066415,"2,498,894"
"Aug 23, 2018",103.77388763427734,103.88096569707784,103.33129906761577,103.53832273234073,"2,322,538"
"Aug 24, 2018",104.25215148925781,104.28784796750244,103.41693593301056,103.83811563769967,"2,904,324"
"Aug 27, 2018",104.71617126464844,105.38007114079717,104.59481689816093,104.8946422811408,"3,652,214"
"Aug 28, 2018",104.64479064941406,104.93033972092564,104.35925297160897,104.90178709251578,"2,568,244"
"Aug 29, 2018",105.32295227050781,105.60135747965359,104.65193134202693,104.84466727482454,"3,298,875"
"Aug 30, 2018",104.17363739013672,105.15162757190026,103.68821992306167,104.95889163459293,"3,494,058"
"Aug 31, 2018",104.56627655029297,104.78043268026924,103.89524413515394,104.0237423706228,"3,648,971"
"Sep 04, 2018",103.99517059326172,104.35924506216024,103.37411109444501,104.20932668381116,"3,479,205"
"Sep 05, 2018",104.69477081298828,104.75901992828469,103.54545337952578,103.64539897969959,"3,270,319"
"Sep 06, 2018",104.50200653076172,105.40861506502392,103.89522335472186,104.85180468097202,"4,444,245"
"Sep 07, 2018",103.83100128173828,104.58054769962668,103.59542499291906,104.18078809092525,"4,908,983"
"Sep 10, 2018",103.97377014160156,105.15164025666964,103.90953241722084,104.65194641520725,"3,784,742"
"Sep 11, 2018",104.57341766357422,104.93034833541347,103.6882291416646,104.22361945256976,"3,529,936"
"Sep 12, 2018",104.63050079345703,105.637043480019,104.2450175724019,104.48772627617977,"4,714,008"
"Sep 13, 2018",106.32949829101562,106.3651947733886,105.02314148190126,105.18732479214529,"5,592,439"
"Sep 14, 2018",105.88691711425781,106.57935827938539,105.49428996201678,106.25812409684669,"3,610,897"
"Sep 17, 2018",105.60850524902344,106.41516827882191,105.48715088059474,105.96543589401132,"3,715,287"
"Sep 18, 2018",106.05110168457031,106.3580709492316,105.27300261908714,105.48001488876388,"3,796,352"
"Sep 19, 2018",106.40802764892578,107.05050738685338,105.81553210313297,106.10106979155098,"4,441,525"
"Sep 20, 2018",107.9000015258789,108.06418484544841,106.67930253267716,106.7792367378086,"6,226,001"
"Sep 21, 2018",108.04277038574219,108.93509129915363,107.60731431631062,108.13557212533559,"20,865,085"
"Sep 24, 2018",107.1004867553711,107.93570249031855,106.69358327617898,107.86430951855426,"4,461,190"
"Sep 25, 2018",106.30097961425781,107.37177188409092,105.90836375758275,107.01484112747988,"4,599,785"
"Sep 26, 2018",108.22837829589844,109.47049744398865,108.03563095483327,108.79232121682776,"7,742,387"
"Sep 27, 2018",108.14984130859375,108.78517712958808,107.90712119463366,108.51390438897522,"3,637,570"
"Sep 28, 2018",107.94281005859375,108.24263540470434,107.64299610618811,107.90711358094356,"3,457,867"
"Oct 01, 2018",109.22064971923828,109.52046373822546,108.29976470477375,108.29976470477375,"3,930,240"
"Oct 02, 2018",109.75604248046875,109.82029159845719,108.8637214708038,109.21350829865361,"3,169,275"
"Oct 03, 2018",109.37767791748047,110.19147330657324,109.07785256691727,109.93448828730847,"3,467,804"
"Oct 04, 2018",108.01422119140625,109.07786930355437,107.33604497044861,108.28548256482381,"4,432,843"
"Oct 05, 2018",106.3866195678711,108.35686495130305,105.55853633927096,107.72152906345097,"4,813,901"
"Oct 08, 2018",105.92973327636719,106.4151621156744,105.06596503938282,106.00825869733903,"3,388,308"
"Oct 09, 2018",105.10881805419922,105.90834876052033,104.88751805407274,105.70845753865868,"3,809,950"
"Oct 10, 2018",101.8607406616211,105.4300357699383,101.72510997690793,105.29440508522514,"5,802,894"
"Oct 11, 2018",99.24089050292969,102.93155207292821,99.06956330269239,101.81078711278039,"9,111,183"
"Oct 12, 2018",100.54723358154297,101.03979488515972,99.28369437475868,100.73996951205535,"6,865,316"
"Oct 15, 2018",100.74710845947266,101.55377141051486,100.04037969879458,100.21170684740999,"5,193,913"
"Oct 16, 2018",103.59539794921875,103.83097417654051,101.06833133387586,102.0320450132895,"9,095,493"
"Oct 17, 2018",95.69296264648438,97.90592759391335,95.24323036207016,97.00646302508495,"20,359,344"
"Oct 18, 2018",93.1944580078125,95.22896357286899,92.83038925054322,94.75067292154664,"10,472,238"
"Oct 19, 2018",92.15937805175781,94.1510493144673,91.34557682939422,93.26586082062897,"8,150,014"
"Oct 22, 2018",92.81611633300781,93.11594169479834,91.65966661245388,92.50202035500438,"5,982,597"
"Oct 23, 2018",93.66561126708984,94.15817253812197,91.66680216393618,92.1022524874758,"6,760,926"
"Oct 24, 2018",90.8101806640625,94.00827459081914,90.66027366079257,93.63706761608823,"5,972,974"
"Oct 25, 2018",90.26763916015625,91.22421484567084,89.33248364209466,90.83873158745956,"10,778,298"
"Oct 26, 2018",89.08264923095703,89.78937247972664,88.31168255728416,89.38247466792245,"9,170,282"
"Oct 29, 2018",85.40624237060547,88.4829813118014,84.44966679743158,85.19208629605048,"21,391,118"
"Oct 30, 2018",82.3794937133789,86.73404326435615,82.20102838106496,86.00589992315825,"22,445,696"
"Oct 31, 2018",82.40089416503906,83.16472246713505,81.44431855148403,83.15758431080538,"22,640,670"
"Nov 01, 2018",83.40031433105469,83.52166870823213,82.17247145653342,82.45087669607248,"14,253,528"
"Nov 02, 2018",82.57222747802734,84.057055255144,81.76556448085053,83.88572809673006,"11,079,964"
"Nov 05, 2018",85.70606994628906,86.21291325232296,82.8077960312766,82.87918329501915,"9,565,252"
"Nov 06, 2018",87.89047241210938,88.38303934757054,85.88452528466865,86.16293045376973,"10,038,880"
"Nov 07, 2018",89.11833953857422,89.27538470763335,87.32654798679181,88.36878169500088,"12,952,304"
"Nov 08, 2018",89.1978530883789,89.93526445317656,88.655638170803,88.67733115225761,"10,874,634"
"Nov 09, 2018",89.31352996826172,90.05817040549309,88.17126179555976,89.36413346315163,"7,282,043"
"Nov 12, 2018",87.40494537353516,89.33522865560776,87.22420704403511,89.28461938480703,"5,626,539"
"Nov 13, 2018",87.36155700683594,88.3809194744799,86.68198395154336,87.61459179836164,"4,272,282"
"Nov 14, 2018",86.89885711669922,88.14956701185986,86.5879897951332,87.55674287962881,"4,981,366"
"Nov 15, 2018",87.79533386230469,87.79533386230469,86.4000365679343,86.50847840624736,"5,447,463"
"Nov 16, 2018",87.88931274414062,88.09173826715897,87.14467228984523,87.39770707832321,"4,263,810"
"Nov 19, 2018",86.97838592529297,88.33030862175008,86.58799304879413,87.93268667490197,"4,321,235"
"Nov 20, 2018",84.73002624511719,86.38558758869758,84.36854956612332,85.66263423070984,"6,520,555"
"Nov 21, 2018",85.72047424316406,86.40004741279303,84.86738603328013,85.02643715978881,"5,581,247"
"Nov 23, 2018",84.72278594970703,85.55418104737427,84.52035465153452,85.37344273182008,"2,442,096"
"Nov 26, 2018",86.43617248535156,86.93501296429258,85.35174845123024,85.5758611746433,"5,241,611"
"Nov 27, 2018",86.77596282958984,86.78319190014011,85.57586211591655,85.58309118646683,"5,129,375"
"Nov 28, 2018",88.9231185913086,88.98818598770376,86.91331029740591,87.48444718681388,"5,339,307"
"Nov 29, 2018",87.82424926757812,89.00989194470554,87.76641669807604,88.51828625688603,"5,439,305"
"Nov 30, 2018",89.84130096435547,90.14493930947886,87.82426286368396,87.9543977040306,"7,585,174"
"Dec 03, 2018",90.59315490722656,91.51853369592122,89.90635277146221,90.85341877331136,"6,115,334"
"Dec 04, 2018",87.91098022460938,90.31118121745394,87.71578381626821,90.00031393183815,"6,276,732"
"Dec 06, 2018",89.58102416992188,89.58102416992188,86.24821461694788,86.55185868781376,"7,257,148"
"Dec 07, 2018",86.27713012695312,89.68223013430874,85.93734072552544,89.57378830411544,"7,342,502"
"Dec 10, 2018",87.57121276855469,87.96883472761122,85.68430419185921,86.56630849564665,"6,850,777"
"Dec 11, 2018",87.39769744873047,89.50871860491976,86.75426982683794,89.10386183408062,"5,275,083"
"Dec 12, 2018",87.5928955078125,88.8363705848992,87.47722461516922,88.56887767919255,"3,724,283"
"Dec 13, 2018",87.28202819824219,88.04836161515917,86.87717716244453,87.66519779140566,"4,177,306"
"Dec 14, 2018",86.68199157714844,87.55676116390161,86.34943120649228,86.39281140542646,"4,763,693"
"Dec 17, 2018",83.93476104736328,86.59522637966833,83.19012060947526,86.08192774315816,"7,713,727"
"Dec 18, 2018",84.3323974609375,85.47466583033122,83.87694285086185,84.51313579834348,"6,579,549"
"Dec 19, 2018",84.17332458496094,86.94946038577297,83.84076430666623,84.69384644173252,"7,300,871"
"Dec 20, 2018",81.70806884765625,84.18779587483066,80.75377382000003,83.64558095521372,"8,843,302"
"Dec 21, 2018",80.20433807373047,83.34195124378144,79.842861423497,81.33214245314184,"10,864,279"
"Dec 24, 2018",77.76797485351562,80.24770180501646,77.71737136009855,79.45245789604131,"3,997,184"
"Dec 26, 2018",80.5296401977539,80.5296401977539,76.58955508613856,78.07883568304236,"6,951,507"
"Dec 27, 2018",82.25749969482422,82.25749969482422,79.1415745572736,79.51750925170198,"6,323,698"
"Dec 28, 2018",81.71530151367188,82.9949278571632,81.3321376716092,82.57561289055617,"5,352,905"
